case_nbr,messageid,severity,message,timestamp
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 00:22:58
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 01:00:48
209301297,LOG007,Informational,The previous log entry was repeated 9 times.,2025-04-18 01:00:48
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 01:05:51
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 01:05:51
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 01:05:54
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 01:24:38
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 01:24:38
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 01:24:54
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 02:27:54
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-18 02:27:54
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 02:27:55
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 02:28:40
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-18 02:28:40
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 02:28:55
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 03:01:02
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-18 03:01:02
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 03:01:15
209301297,LOG007,Informational,The previous log entry was repeated 20 times.,2025-04-18 05:02:27
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 05:02:27
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 05:02:55
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-18 07:00:13
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-18 07:00:13
209301297,LOG007,Informational,The previous log entry was repeated 80 times.,2025-04-18 07:01:25
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 07:01:25
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-18 07:01:28
209301297,LOG007,Informational,The previous log entry was repeated 3 times.,2025-04-18 07:01:28
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 07:01:31
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-18 07:01:31
209301297,PDR16,Warning,Predictive failure reported for Disk 2 in Backplane 1 of RAID Controller in Slot 5. Part Number = PH-01W7HC-TB200-255-M3BU-A03,2025-04-18 07:50:53
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 07:50:53
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 07:50:56
209301297,PDR16,Warning,Predictive failure reported for Disk 2 in Backplane 1 of RAID Controller in Slot 5. Part Number = PH-01W7HC-TB200-255-M3BU-A03,2025-04-18 07:54:21
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 07:54:21
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 07:54:36
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-18 14:36:08
209301297,LOG007,Informational,The previous log entry was repeated 55 times.,2025-04-18 14:36:08
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 14:36:16
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 17:13:01
209301297,LOG007,Informational,The previous log entry was repeated 27 times.,2025-04-18 17:13:01
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 17:13:16
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 17:20:28
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 17:20:28
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 17:20:36
209301297,LOG007,Informational,The previous log entry was repeated 27 times.,2025-04-18 20:40:44
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 20:40:44
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 20:40:56
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 23:06:58
209301297,LOG007,Informational,The previous log entry was repeated 27 times.,2025-04-18 23:06:58
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-18 23:07:16
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-18 23:07:16
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-18 23:07:35
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-18 23:07:35
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 00:00:50
209301297,LOG007,Informational,The previous log entry was repeated 21 times.,2025-04-19 00:00:50
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 00:08:20
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 00:08:20
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 00:08:36
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 00:09:12
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 00:09:12
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:00:47
209301297,LOG007,Informational,The previous log entry was repeated 25 times.,2025-04-19 01:00:47
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:00:54
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:00:54
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:01:17
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:01:56
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:01:56
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-19 01:14:45
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 01:14:45
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:14:57
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:19:25
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:19:25
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:19:37
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:24:37
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:24:37
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:24:57
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:33:27
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:33:27
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:33:37
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:37:16
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:37:16
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:37:17
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 01:57:52
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 01:57:52
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 01:57:57
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 02:06:22
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-19 02:06:22
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 02:06:37
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 02:06:53
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 02:06:53
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 02:06:57
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 02:19:26
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 02:19:26
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 02:19:37
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-19 02:19:37
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 02:19:42
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 02:19:42
209301297,LOG007,Informational,The previous log entry was repeated 8 times.,2025-04-19 02:51:23
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 02:51:23
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 02:51:37
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-19 03:01:21
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 03:01:21
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 03:01:37
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 03:14:15
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 03:14:15
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 03:14:17
209301297,CTL37,Informational,A Patrol Read operation started for RAID Controller in Slot 5.,2025-04-19 04:01:05
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-19 04:01:05
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 04:01:58
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 04:12:58
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 04:12:58
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 04:13:18
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 04:16:48
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 04:16:48
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 04:16:57
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 04:36:47
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 04:36:47
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 04:36:57
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 04:42:33
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 04:42:33
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 04:42:38
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 04:57:17
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 04:57:17
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 04:57:37
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-19 05:02:04
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 05:02:04
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:02:18
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 05:06:08
209301297,PDR54,Informational,A disk media error on Disk 2 in Backplane 1 of RAID Controller in Slot 5 was corrected during recovery.,2025-04-19 05:06:08
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:06:18
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 05:20:39
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 05:20:39
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:21:58
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 05:29:15
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 05:29:15
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:29:39
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 05:32:25
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 05:32:25
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:33:39
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 05:37:32
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 05:37:32
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:37:39
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 05:47:16
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 05:47:16
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 05:47:38
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 06:21:39
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-19 06:21:39
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 06:21:58
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 06:22:37
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 06:22:37
209301297,LOG007,Informational,The previous log entry was repeated 10 times.,2025-04-19 07:00:14
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:00:14
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:01:22
209301297,LOG007,Informational,The previous log entry was repeated 81 times.,2025-04-19 07:01:22
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-19 07:01:23
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:01:23
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:01:24
209301297,LOG007,Informational,The previous log entry was repeated 8 times.,2025-04-19 07:03:35
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 07:03:35
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:03:39
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 07:08:46
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 07:08:46
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:09:18
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 07:20:57
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 07:20:57
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:20:59
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 07:22:31
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 07:22:31
209301297,PDR1017,Informational,Drive 2 in disk drive bay 1 is operating normally.,2025-04-19 07:43:25
209301297,PDR8,Informational,Disk 1 in Backplane 1 of RAID Controller in Slot 5 is inserted.,2025-04-19 07:43:32
209301297,PDR8,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 is inserted.,2025-04-19 07:43:32
209301297,PDR8,Informational,Disk 0 in Backplane 1 of RAID Controller in Slot 5 is inserted.,2025-04-19 07:43:32
209301297,CTL37,Informational,A Patrol Read operation started for RAID Controller in Slot 5.,2025-04-19 07:43:32
209301297,PDR8,Informational,Disk 3 in Backplane 1 of RAID Controller in Slot 5 is inserted.,2025-04-19 07:43:32
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:36
209301297,LOG007,Informational,The previous log entry was repeated 3 times.,2025-04-19 07:43:38
209301297,PDR16,Warning,Predictive failure reported for Disk 2 in Backplane 1 of RAID Controller in Slot 5. Part Number = PH-01W7HC-TB200-255-M3BU-A03,2025-04-19 07:43:38
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:38
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:43:39
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:40
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-19 07:43:40
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:43:41
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:41
209301297,PDR1002,Warning,A predictive failure detected on drive 2 in disk drive bay 1.,2025-04-19 07:43:41
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:43:42
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:43
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:43:43
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:43:44
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:44
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:45
209301297,LOG007,Informational,The previous log entry was repeated 24 times.,2025-04-19 07:43:59
209301297,LOG007,Informational,The previous log entry was repeated 1 times.,2025-04-19 07:43:59
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:43:59
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:43:59
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:44:00
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:44:00
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and REDFISH.",2025-04-19 07:44:07
209301297,LOG007,Informational,The previous log entry was repeated 3 times.,2025-04-19 07:44:07
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:44:28
209301297,LOG007,Informational,The previous log entry was repeated 45 times.,2025-04-19 07:44:28
209301297,LOG007,Informational,The previous log entry was repeated 3 times.,2025-04-19 07:52:25
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 07:52:25
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:52:39
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 07:54:25
209301297,PDR16,Warning,Predictive failure reported for Disk 2 in Backplane 1 of RAID Controller in Slot 5. Part Number = PH-01W7HC-TB200-255-M3BU-A03,2025-04-19 07:54:25
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 07:54:38
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 08:01:50
209301297,LOG007,Informational,The previous log entry was repeated 13 times.,2025-04-19 08:01:50
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 08:02:19
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 08:04:57
209301297,PDR87,Informational,Disk 2 in Backplane 1 of RAID Controller in Slot 5 was reset.,2025-04-19 08:04:57
209301297,USR0030,Informational,"Successfully logged in using Administrator, from 10.105.28.88 and WS-MAN.",2025-04-19 08:04:58
209301297,LOG007,Informational,The previous log entry was repeated 6 times.,2025-04-19 08:06:52
